Column1.1,Column1.2,Column1.3,Column1.4,Column1.5
Diarylheptanoids and Flavonoids from Viscum album,"(3S,5S)-3-hydroxy-5-methoxy-1,7-bis(4-hydroxyphenyl)-6E-heptene",,,
Diarylheptanoids and Flavonoids from Viscum album,"3,7,3â€²-tri-O-methylquercetin-4â€²-O-Î²-d-apiofuranosyl-(1â†’2)-O-Î²-d-glucopyranoside",,,
Diarylheptanoids and Flavonoids from Viscum album,"7,3â€²-di-O-methylquercetin-4â€²-O-Î²-d-glucopyranosyl-3-O-[6â€´-(3-hydroxy-3-methylglutaroyl)]-Î±-d-glucopyranoside",,,
junceellosides,junceelloside C CDCl3,,,
junceellosides,junceelloside C pyridine,,,
junceellosides,junceelloside E pyridine,,,
junceellosides,junceelloside F pyridine,,,
junceellosides,junceelloside G CDCl3,,,
junceellosides,junceelloside G pyridine,,,
lystabactins,lystabactin A,,,
lystabactins,lystabactin B,,,
lystabactins,lystabactin C,,,
Mycoleptodiscins,Mycoleptodiscin A,,,
Mycoleptodiscins,Mycoleptodiscin B expanded,,,
Mycoleptodiscins,Mycoleptodiscin B,,,
Nudibaccatumone,Nudibaccatumone expanded,,,
Nudibaccatumone,Nudibaccatumone,,,
parthenolide and 11,13-dihydroparthenolide,"parthenolide and 11,13-dihydroparthenolide mixture",,
racemosalactones,racemosalactone A,,,
racemosalactones,racemosalactone B,,,
racemosalactones,racemosalactone C,,,
racemosalactones,racemosalactone D,,,
racemosalactones,racemosalactone E,,,
Zygogynum calothyrsum derived Sesquiterpenoids and Tetralones,1Î²-p-hydroxy-E-cinnamoyl-5Î±-hydroxydrimeninol,,,
Zygogynum calothyrsum derived Sesquiterpenoids and Tetralones,1Î²-p-hydroxy-E-cinnamoyldrimeninol,,,
4,6-diacetylhygrophorone A12,"4,6-diacetylhygrophorone A12 CLIP INEPT anisotropic",,
4,6-diacetylhygrophorone A12,"4,6-diacetylhygrophorone A12 CLIP INEPT isotropic",,
4,6-diacetylhygrophorone A12,"4,6-diacetylhygrophorone A12 INEPT isotropic",,
Aspergillus westerdijkiae DFFSCS013 alkaloids,10-epi-sclerotiamide,,,
Aspergillus westerdijkiae DFFSCS013 alkaloids,5-chlorosclerotiamide,,,
Aspergillus westerdijkiae DFFSCS013 alkaloids,circumdatin K,,,
Aspergillus westerdijkiae DFFSCS013 alkaloids,circumdatin L,,,
Bisbenzylisoquinoline Alkaloids Stephania epigaea derived,"(+)-1,3,4-Dehydrocepharanthine-2â€²Î²-N-oxide",,,
Bisbenzylisoquinoline Alkaloids Stephania epigaea derived,(+)-1-Dehydrocepharanthine-2â€²Î²-N-oxide,,,
Bisbenzylisoquinoline Alkaloids Stephania epigaea derived,"(âˆ’)-1,3,4-Dehydrocepharanthine",,,
Bisbenzylisoquinoline Alkaloids Stephania epigaea derived,3-Nor-4-oxocepharanthine,,,
Bisbenzylisoquinoline Alkaloids Stephania epigaea derived,Cepharanthine-2Î±-N-oxide and Cepharanthine-2Î²-N-oxide mixture,,,
Bisbenzylisoquinoline Alkaloids Stephania epigaea derived,Cepharanthine-2â€²Î±-N-oxide,,,
Cimicifuga yunnanensis derived Triterpenes,"15,16-seco-cimiterpenes A",,,
Cimicifuga yunnanensis derived Triterpenes,"15,16-seco-cimiterpenes B",,,
Cimicifuga yunnanensis derived Triterpenes,cimilactone C,,,
Cimicifuga yunnanensis derived Triterpenes,yunnanterpene A,,,
Cimicifuga yunnanensis derived Triterpenes,yunnanterpene B,,,
Cimicifuga yunnanensis derived Triterpenes,yunnanterpene C,,,
Cimicifuga yunnanensis derived Triterpenes,yunnanterpene D,,,
Cimicifuga yunnanensis derived Triterpenes,yunnanterpene E,,,
Cimicifuga yunnanensis derived Triterpenes,yunnanterpene F,,,
Croton tiglium derived phorbol esters,12-O-(2-Methyl)butyrylphorbol-13-tiglate,,,
Croton tiglium derived phorbol esters,13-O-Acetyl-4-deoxy-4Î±-phorbol-20-linoleate,,,
Dimeric P-2-AI Metabolites,compound 16 ,,,
Dimeric P-2-AI Metabolites,compound 19,,,
Dimeric P-2-AI Metabolites,Debromonagelamide D,,,
Dimeric P-2-AI Metabolites,Oroidin Dimerization 12a,,,
Dimeric P-2-AI Metabolites,Oroidin Dimerization 12b,,,
structures,19 and 16 structures,,,
geldanamycins,1,,,
geldanamycins,2,,,
Hypericum humifusum ssp. austral derived Benzophenone Glycosides,"2,3â€²,4,5â€²,6-pentahydroxybenzophenone 2-O-(2â€³-benzoyl)-Î±-l-arabinopyranoside",,,
Hypericum humifusum ssp. austral derived Benzophenone Glycosides,"2,3â€²,4,5â€²,6-pentahydroxybenzophenone 2-O-(4â€³-acetyl)-Î²-d-xylopyranoside",,,
Hypericum humifusum ssp. austral derived Benzophenone Glycosides,"2,3â€²,4,5â€²,6-pentahydroxybenzophenone 3-C-(4â€³-benzoyl)-Î²-d-glucopyranoside",,,
Hypericum humifusum ssp. austral derived Benzophenone Glycosides,"2,3â€²,4,5â€²,6-pentahydroxybenzophenone 4-O-(6â€³-benzoyl)-Î²-d-glucopyranoside",,,
Hypericum humifusum ssp. austral derived Benzophenone Glycosides,"2,3â€²,4,5â€²,6-pentahydroxybenzophenone 4-O-Î²-d-glucopyranoside",,,
Nilotinins,Nilotinin D10,,,
Nilotinins,Nilotinin M5,,,
Nilotinins,Nilotinin M6,,,
Nilotinins,Nilotinin M7,,,
Nilotinins,Nilotinin T1,,,
sedonans,4â€²-O-methylpuerol A,,,
sedonans,ent-sandwicensin,,,
sedonans,sedonan A,,,
sedonans,sedonan B,,,
sedonans,sedonan C,,,
sedonans,sedonan D,,,
sedonans,sedonan E,,,
sedonans,sedonan F,,,
Tyroscherins,N-Methyltyroscherin  synthesized,,,
Tyroscherins,N-Methyltyroscherin formate,,,
Urginea depressa derived Homoisoflavonoids and Bufatrienolides,Altoside,,,
Urginea depressa derived Homoisoflavonoids and Bufatrienolides,urgineanin E,,,
Urginea depressa derived Homoisoflavonoids and Bufatrienolides,urginin B,,,
Urginea depressa derived Homoisoflavonoids and Bufatrienolides,urginin C,,,
1,2-dehydrovirgineone,"1,2-dehydrovirgineone",,
Aeruginosins,Aeruginosin IN608 CH and CH3,,,
Aeruginosins,Aeruginosin IN608 CH2,,,
Aeruginosins,Aeruginosin IN652 CH and CH3,,,
Aeruginosins,Aeruginosin IN652 CH2,,,
Alangium chinense derived Sesquiterpenes and Alkaloids,(1S)-1-Methoxylacinilene C,,,
Alangium chinense derived Sesquiterpenes and Alkaloids,"(3S,4R,5S,8R,10R)-Tetrahydroperezinone",,,
Alangium chinense derived Sesquiterpenes and Alkaloids,2-Hydroxy-N-hydroxybenzylanabasine,,,
Alangium chinense derived Sesquiterpenes and Alkaloids,"8-Hydroxy-3,6,9-trimethyl-7H-benzo[de]quinolin-7-one",,,
Alangium chinense derived Sesquiterpenes and Alkaloids,compound 3,,,
Alangium chinense derived Sesquiterpenes and Alkaloids,compound 4,,,
Alangium chinense derived Sesquiterpenes and Alkaloids,N-Hydroxybenzylanabasine,,,
aphanalides and nemoralisins,aphanalide I,,,
aphanalides and nemoralisins,aphanalide J,,,
aphanalides and nemoralisins,aphanalide K,,,
aphanalides and nemoralisins,aphanalide L,,,
aphanalides and nemoralisins,aphanalide M,,,
aphanalides and nemoralisins,nemoralisin A,,,
aphanalides and nemoralisins,nemoralisin B,,,
aphanalides and nemoralisins,nemoralisin C,,,
aphanalides and nemoralisins,polystanin E,,,
Aspergillus terreus SCSGAF0162 derived cyclic peptides,Aspernolide E,,,
Aspergillus terreus SCSGAF0162 derived cyclic peptides,Asperterrestide A R-MTPA ester,,,
Aspergillus terreus SCSGAF0162 derived cyclic peptides,Asperterrestide A S-MTPA ester,,,
Aspergillus terreus SCSGAF0162 derived cyclic peptides,Asperterrestide A,,,
Aspergillus terreus SCSGAF0162 derived cyclic peptides,Terremide C,,,
bisgerayafolines,bisgerayafoline A,,,
bisgerayafolines,bisgerayafoline B,,,
bisgerayafolines,bisgerayafoline C,,,
Caesalpins,Caesalpin A,,,
Caesalpins,Caesalpin B,,,
Caesalpins,Caesalpin C,,,
Caesalpins,Caesalpin D,,,
Caesalpins,Caesalpin E,,,
Caesalpins,Caesalpin F,,,
Caesalpins,Caesalpin G,,,
Caesalpins,Caesalpin H,,,
Euphactins,"15-cinnamoyloxylathr-5E,12E-dien-3,7-diol-14-one",,,
Euphactins,"Euphactin E-F (1-2), Euphoractin F-O (3-12), euphoractin E (17), 15-cinnamoyloxylathr-5E,12E-dien-3,7-diol-14-one (18)",,,
Euphactins,Euphactin E,,,
Euphactins,Euphactin F,,,
Euphactins,euphoractin E,,,
Euphactins,Euphoractin F,,,
Euphactins,Euphoractin G,,,
Euphactins,Euphoractin H,,,
Euphactins,Euphoractin I,,,
Euphactins,Euphoractin J,,,
Euphactins,Euphoractin K,,,
Euphactins,Euphoractin L,,,
Euphactins,Euphoractin M,,,
Euphactins,Euphoractin O,,,
FK506 biosynthesis related compounds,31-O-DemethylFK506,,,
FK506 biosynthesis related compounds,9-Deoxo-31-O-demethylFK506,,,
FK506 biosynthesis related compounds,9-DeoxoFK506,,,
fokihodgins,fokihodgin  G and H,,,
fokihodgins,fokihodgin A,,,
fokihodgins,fokihodgin B,,,
fokihodgins,fokihodgin C,,,
fokihodgins,fokihodgin D,,,
fokihodgins,fokihodgin E,,,
fokihodgins,fokihodgin F,,,
fokihodgins,fokihodgin I,,,
fokihodgins,fokihodgin J,,,
Microcystis aeruginosa derived micropeptins,Micropeptin HH960 CH and CH3,,,
Microcystis aeruginosa derived micropeptins,Micropeptin HH960 CH2,,,
Microcystis aeruginosa derived micropeptins,Micropeptin HH978 CH and CH3,,,
Microcystis aeruginosa derived micropeptins,Micropeptin HH978 CH2,,,
Microcystis aeruginosa derived micropeptins,Micropeptin HH992 CH and CH3,,,
Microcystis aeruginosa derived micropeptins,Micropeptin HH992 CH2,,,
morrocan Penicillium citrinum derived compounds,"1,2,3,11b-tetrahydroquinolactacide",,,
morrocan Penicillium citrinum derived compounds,6-methylcurvulinic acid,,,
morrocan Penicillium citrinum derived compounds,"8-methoxy-3,5-dimethylisoquinolin-6-ol",,,
morrocan Penicillium citrinum derived compounds,citriquinochroman,,,
